first_name,last_name,address,city,phone1,phone2,email,SKU_number,PriorityStatus,DateOfPurchase,Country
Carlton,Blyler,8 Pim Hill St,Portobello,01437-681317,01604-200932,carlton@blyler.co.uk,103,1,13-02-2012,UK
Rashida,Vera,8451 Bengel St,Brixham,01286-317691,01913-489634,rashida@hotmail.com,111,1,14-02-2012,UK
Sherron,Knodel,159 Carlton St,Windle Ward,01481-744296,01222-556548,sherron@knodel.co.uk,108,1,13-03-2012,UK
Cora,Mossing,38 Raffles St,Newmarket,01285-381062,01699-194090,cora@yahoo.com,101,2,11-04-2012,UK
Altha,Tischner,650 Goring St,Rainham South Ward,01373-594236,01698-785700,altha@hotmail.com,108,2,08-05-2012,UK
Dortha,Yaccarino,6 Chestnut St,Gwersyllt Community,01528-240870,01254-458143,dortha@hotmail.com,118,3,06-06-2012,UK
Diego,Augle,4 Peover St,Walcot Ward,01275-397587,01933-666689,diego.augle@gmail.com,106,2,05-07-2012,UK
Peggy,Khov,328 Pallas St,Longford Ward,01619-237602,01648-417310,peggy.khov@gmail.com,114,2,05-07-2012,UK
Walton,Yuki,9 Waltham Rd,Yealmpton,01872-808403,01885-290666,wyuki@gmail.com,117,1,01-08-2012,UK
Vallie,Yafaie,352 Strathmore Rd,Shiphay-with-the-Willows Ward,01251-120872,01630-603260,vyafaie@hotmail.com,112,3,27-08-2012,UK
Tony,Diazdeleon,529 Llanrwst St,Southam,01765-102036,01877-593275,tony@gmail.com,107,3,28-09-2012,UK
Val,Villot,1980 Tynemouth St,Almond Ward,01375-870188,01602-987840,val@yahoo.com,104,2,30-10-2012,UK
Mel,Picciuto,8598 Rumney Rd,Hylands Ward,01885-270480,01268-443299,mel.picciuto@gmail.com,106,2,28-11-2012,UK
Isabella,Piatkowski,9283 Ruth St #81,Dormers Wells Ward,01979-186995,01998-980054,isabella_piatkowski@piatkowski.co.uk,118,3,27-12-2012,UK
Erasmo,Rhea,5544 Sutherland St,Mortehoe,01507-386397,01899-316385,erasmo_rhea@hotmail.com,115,2,06-01-2012,UK
Ivory,Lohrenz,9 Jackson St,Parr Ward,01876-642683,01651-132519,ivory@hotmail.com,102,3,22-02-2012,UK
Nikita,Walka,3612 Bixteth St,Hucknall North Ward,01282-123434,01724-455145,nwalka@hotmail.com,101,3,06-06-2012,UK
Aleta,Ligons,4545 Victoria Rd,Kilbirnie and Beith Ward,01952-535977,01715-637895,aleta_ligons@hotmail.com,116,3,05-07-2012,UK
Owen,Jentzen,5 Hampden St,Liscard Ward,01467-142439,01917-137038,owen_jentzen@jentzen.co.uk,116,2,26-09-2012,UK
Pauline,Fling,6452 Pilgrim St #5,Seven Sisters Ward,01990-476494,01458-113457,pfling@fling.co.uk,105,1,18-09-2012,UK
Tijuana,Machalek,1149 Highfield Rd #996,Fareham South Ward,01242-532395,01336-686264,tijuana.machalek@gmail.com,102,3,05-06-2012,UK
Ahmad,Alsaqri,21 Pickwick St,Sutton cum Duckmanton,01567-555570,01852-550588,ahmad.alsaqri@yahoo.com,112,1,02-08-2012,UK
Jamika,Conoly,19 Soho St,Whitley Ward,01726-595316,01597-168997,jamika_conoly@conoly.co.uk,120,1,30-08-2012,UK
Derrick,Dolloff,236 Blantyre Rd,Everton Ward,01982-734773,01619-554437,derrick_dolloff@gmail.com,110,3,16-11-2012,UK
Jacquelyne,Reibman,70 Lilly Rd,Shirley Ward,01846-581451,01850-754504,jacquelyne_reibman@yahoo.com,112,1,13-02-2012,UK
Zachary,Freeburger,58 Gloucester Rd,Holbrook,01888-641397,01240-433924,zachary.freeburger@freeburger.co.uk,120,1,14-02-2012,UK
Sophia,Gaucher,88 Upper Harrington St,North East Ward,01504-539114,01254-919378,sophia.gaucher@hotmail.com,105,3,09-03-2012,UK
Isabelle,Kono,4920 Fazakerley Rd,Plymstock Dunstone Ward,01552-682601,01953-816728,isabelle.kono@yahoo.com,117,2,07-06-2012,UK
Ronnie,Brigman,6 Morley St,Batchwood Ward,01943-754681,01972-686199,ronnie@brigman.co.uk,106,2,20-07-2012,UK
Krystina,Schlabaugh,7316 Friar St,Salvington Ward,01441-846477,01332-799979,kschlabaugh@schlabaugh.co.uk,114,3,12-09-2012,UK
Rosita,Ausdemore,8 Heathfield St #657,Hailsham,01273-236188,01997-765432,rausdemore@hotmail.com,104,2,29-10-2012,UK
Huey,Stancil,275 Peel Sq,Park Ward,01502-139578,01468-195646,hstancil@hotmail.com,102,2,04-12-2012,UK
Elbert,Fiorino,726 Westmoreland Place,Ballochmyle Ward,01724-467889,01992-537553,elbert@hotmail.com,110,2,10-12-2012,UK
Pura,Manciel,7 Water St,Priory Heath Ward,01853-412588,01386-437186,pura.manciel@yahoo.com,105,2,13-12-2012,UK
Alesia,Katie,4 Covent Garden,Farnworth Ward,01333-436799,01240-614527,alesia_katie@gmail.com,115,3,28-03-2012,UK
Avery,Veit,9166 Devon St #905,Knightsbridge and Belgravia Wa,01748-625058,01369-185737,avery@veit.co.uk,114,2,28-09-2012,UK
Reid,Euresti,70 Foster St,Inverness Ness-Side Ward,01916-963261,01370-319414,reuresti@euresti.co.uk,113,1,12-12-2012,UK
Charlette,Brenning,714 Fonthill Rd,Darton West Ward,01888-152110,01301-312487,cbrenning@brenning.co.uk,111,1,31-01-2012,UK
Celestina,Keeny,9 Milton St,Consett North ED,01877-379681,01600-463475,celestina_keeny@gmail.com,114,2,02-03-2012,UK
Mi,Richan,6 Norwood Grove,Tanworth-in-Arden,01451-785624,01202-738406,mi@hotmail.com,111,3,02-03-2012,UK
Francoise,Rautenstrauch,2335 Canton Hwy #6,Windsor,519-569-8399,519-978-6179,francoise.rautenstrauch@rautenstrauch.com,114,2,15-03-2012,Canada
Kendra,Loud,6 Arch St #9757,Alcida,506-363-1526,506-932-4472,kloud@gmail.com,114,1,19-03-2012,Canada
Lourdes,Bauswell,9547 Belmont Rd #21,Belleville,613-903-7043,613-638-6682,lourdes_bauswell@aol.com,112,2,05-06-2012,Canada
Hannah,Edmison,73 Pittsford Victor Rd,Vancouver,604-334-3686,604-692-7694,hannah@yahoo.com,100,3,11-07-2012,Canada
Tom,Loeza,447 Commercial St Se,LIle-Perrot,514-487-6096,514-727-4760,tom.loeza@gmail.com,106,2,11-07-2012,Canada
Queenie,Kramarczyk,47 Garfield Ave,Swift Current,306-421-5793,306-302-7591,queenie.kramarczyk@kramarczyk.org,112,3,11-09-2012,Canada
Hui,Portaro,3 Mill Rd,Baker Brook,506-827-7755,506-276-4830,hui_portaro@cox.net,111,2,12-09-2012,Canada
Josefa,Opitz,136 W Grand Ave #3,Delhi,519-788-7645,519-526-3721,josefa.opitz@opitz.org,110,2,12-01-2012,Canada
Lea,Steinhaus,80 Maplewood Dr #34,Bradford,905-618-8258,905-651-3298,lsteinhaus@cox.net,115,3,30-01-2012,Canada
Paola,Vielma,58 Hancock St,Aurora,905-456-1117,905-263-7711,paola_vielma@aol.com,105,2,30-01-2012,Canada
Hortencia,Bresser,808 Calle De Industrias,New Waterford,902-256-6791,902-370-8282,hbresser@aol.com,103,2,07-03-2012,Canada
Leanna,Tijerina,2859 Dorsett Rd,North York,416-719-2114,416-658-1773,leanna@cox.net,103,1,07-03-2012,Canada
Danilo,Pride,6857 Wall St,Red Deer,403-212-4945,403-888-9985,danilo_pride@hotmail.com,116,1,07-03-2012,Canada
Huey,Marcille,169 Journal Sq,Edmonton,780-639-3619,780-520-1241,huey.marcille@gmail.com,103,2,07-03-2012,Canada
Apolonia,Warne,3 E 31st St #77,Fredericton,506-978-1488,506-221-1874,apolonia@gmail.com,101,2,01-04-2012,Canada
Chandra,Lagos,7 N Dean St,Etobicoke,416-716-6446,416-822-1760,chandra.lagos@lagos.org,118,3,21-05-2012,Canada
Crissy,Pacholec,85 S State St,Barrie,705-477-2307,705-523-6746,crissy@aol.com,110,3,07-06-2012,Canada
Gianna,Branin,100 Main St,Calgary,403-337-7162,403-540-5944,gianna@aol.com,118,3,08-06-2012,Canada
Valentin,Billa,6185 Bohn St #72,Pangman,306-291-5073,306-316-7477,vbilla@yahoo.com,106,3,26-06-2012,Canada
Ilona,Dudash,2 Sutton Pl S #5727,Rouyn-Noranda,819-536-7034,819-413-1530,idudash@dudash.com,103,3,27-06-2012,Canada
Willard,Lablanc,1534 Sidco Dr,Leduc,780-384-5410,780-835-8022,wlablanc@yahoo.com,112,3,28-09-2012,Canada
Lauryn,Randol,4207 Leon Rd,North Vancouver,604-236-4625,604-597-5482,lauryn@yahoo.com,111,3,01-10-2012,Canada
Laurena,Begin,7564 N Academy Ave,London,519-790-8660,519-942-6403,laurena.begin@begin.com,102,3,13-11-2012,Canada
Elise,Michelle,88 E Saint Elmo Rd,Hamilton,905-652-4509,905-695-9406,elise@gmail.com,106,2,17-12-2012,Canada
Corrie,Kardell,75 Westchester Ave,Pierrefonds,514-203-7817,514-329-4482,corrie_kardell@aol.com,109,1,14-02-2012,Canada
Kimberely,Rabuse,89 W 35th St #1,Windsor,519-912-5533,519-814-7675,kimberely.rabuse@cox.net,108,2,02-03-2012,Canada
Tish,Violett,1 Norris Ave #4095,Laval,450-840-7605,450-571-7613,tish.violett@violett.com,105,2,02-03-2012,Canada
Hollis,Stanfield,5174 Interstate 45 N,Yellowhead County,780-574-5620,780-994-8693,hollis.stanfield@aol.com,102,1,07-03-2012,Canada
Andree,Christmann,765 Rock Island Rd,Strathroy,519-872-6826,519-648-4096,andree.christmann@cox.net,117,1,15-03-2012,Canada
Lyla,Fucillo,7979 33  191,North River,902-844-1174,902-727-6846,lyla_fucillo@cox.net,103,2,26-03-2012,Canada
Felton,Yafuso,202 Madison Ave,Ottawa,613-749-1169,613-603-5671,felton.yafuso@gmail.com,106,2,11-05-2012,Canada
Dell,Polino,56 Corporate Dr,Becancour,819-255-1725,819-960-7659,dell_polino@polino.com,110,2,24-05-2012,Canada
Nohemi,Leko,37 Us Highway 12e E #6,Sault Ste. Marie,705-838-9265,705-876-8353,nohemi@aol.com,108,1,05-06-2012,Canada
Tambra,Lembke,6734 W Jackson Blvd,Salmon Arm,250-353-7479,250-437-2898,tlembke@lembke.org,112,1,07-06-2012,Canada
Vicki,Maikoksoong,7 Tomahawk Dr,Richmond,604-231-6180,604-518-2078,vicki@gmail.com,117,2,20-06-2012,Canada
Renato,Airhart,1 Vernon Blvd,Calgary,403-444-2250,403-232-4114,renato_airhart@hotmail.com,120,2,20-06-2012,Canada
Lenita,Darbro,2726 Franklin Hill Rd,Vernon,250-749-4517,250-607-3667,lenita@yahoo.com,115,1,20-06-2012,Canada
Barney,Hagen,6335 Fort Myer Dr,Saint-Hyacinthe,450-526-5424,450-755-7626,barney@yahoo.com,109,3,20-06-2012,Canada
Matthew,Armacost,220 Old Us Highway 441,Peterborough,705-417-7221,705-937-7391,matthew_armacost@gmail.com,107,2,11-07-2012,Canada
Belen,Nelton,77 Central Pky N,Quesnel,250-768-5812,250-801-3234,bnelton@gmail.com,116,1,20-07-2012,Canada
Iesha,Wardle,781 Alabama Ave,Etobicoke,416-989-2001,416-615-4957,iesha@gmail.com,120,1,18-09-2012,Canada
Francesco,Sarchet,22 Dearborn St,Regina,306-524-4509,306-353-2821,francesco@hotmail.com,113,1,18-09-2012,Canada
Paulene,Rhule,21 E 64th Ave,Matane,418-348-2107,418-378-2652,paulene_rhule@rhule.org,104,1,11-09-2012,Canada
Carole,Hughlett,9 N Central Ave,Abbotsford,604-262-8556,604-598-8225,carole_hughlett@hughlett.com,114,3,11-09-2012,Canada
Miss,Dunning,38 Douglas Rd E #39,Regina,306-508-8874,306-844-7974,mdunning@gmail.com,101,1,12-09-2012,Canada
Elfrieda,Hinsch,4929 Sidney St #8276,Vernon,250-454-9384,250-243-5520,elfrieda_hinsch@hinsch.org,101,3,28-09-2012,Canada
Edelmira,Calzado,4936 Walcott Rd,Regina,306-611-7185,306-432-3860,edelmira@hotmail.com,106,1,29-10-2012,Canada
Jaime,Wasurick,6760 E Fayette St #9,Saint-Damien,450-531-8633,450-988-2708,jaime_wasurick@hotmail.com,116,1,29-10-2012,Canada
Lera,Hua,6638 S Webster St #491,Miramichi,506-556-4300,506-802-9529,lhua@aol.com,117,2,04-12-2012,Canada
Jame,Mastro,4465 James St,Kitchener,519-920-7003,519-719-2960,jmastro@aol.com,109,1,14-12-2012,Canada
Jillian,Hailstone,8721 Everett Rd,Mississauga,905-864-2257,905-995-7113,jhailstone@yahoo.com,115,3,05-01-2012,Canada
Louis,Zarling,6 E Kingsbridge Rd,Stoneham-Et-Tewkesbury,418-568-3216,418-396-2430,louis@zarling.com,108,3,09-02-2012,Canada
Emmett,Mcshaw,920 Union Blvd,Sault Ste. Marie,705-581-1220,705-779-8510,emmett_mcshaw@cox.net,120,2,16-02-2012,Canada
Tammy,Sams,5 Secaucus Rd,Nanaimo,250-226-1002,250-625-6517,tammy_sams@sams.com,119,2,18-07-2012,Canada
Willis,Wylie,646 9th St,Saint-Raymond,418-833-1949,418-933-6430,willis@yahoo.com,112,2,28-09-2012,Canada
Maxima,Brzozowski,864 Aupuni St,St Catharines,905-569-6732,905-595-2866,mbrzozowski@aol.com,119,1,20-06-2012,Canada
Boris,Latif,9390 Fortin Dr,Quebec,418-459-4884,418-668-9068,boris.latif@latif.com,105,3,26-07-2012,Canada
Salina,Knavel,4 Newark St,Arnprior,613-280-7170,613-942-9083,salina.knavel@gmail.com,109,2,16-08-2012,Canada
Justa,Dini,8 J St,Vernon,250-982-9377,250-460-8500,justa.dini@hotmail.com,114,2,22-08-2012,Canada
Amalia,Wolfgang,394 Dice Rd #861,Windsor,519-219-3608,519-885-5104,amalia_wolfgang@wolfgang.org,118,3,05-10-2012,Canada
Felix,Tutterrow,92 W 39th St #9990,London,519-426-7161,519-845-2626,ftutterrow@tutterrow.org,105,2,26-10-2012,Canada
Eura,Mcglocklin,9 N Monroe St,Lloydminster,306-979-2571,306-813-8269,eura@mcglocklin.org,111,3,28-05-2012,Canada
Lang,Heuring,2 Global Rd,Cambridge,519-985-7311,519-864-3447,lang@cox.net,108,1,31-07-2012,Canada
Agustin,Lakatos,23 E Wacker Dr #64,Becancour,819-365-5394,819-820-9025,agustin.lakatos@hotmail.com,102,2,08-03-2012,Canada
Jaime,Lowrance,1 Nw 167th St,Winnipeg,204-438-6204,204-941-5253,jaime.lowrance@lowrance.org,116,2,14-02-2012,Canada
Carman,Gudiel,1 Frontage Rd,St. Johns,709-366-8943,709-882-9189,carman@gmail.com,116,2,16-02-2012,Canada
Argelia,Hofbauer,5 Columbia,North Vancouver,604-823-2881,604-904-3459,argelia.hofbauer@cox.net,120,2,19-03-2012,Canada
Mammie,Cisney,14 E 30th St,Montreal,514-205-4258,514-841-9635,mammie@cox.net,119,2,20-04-2012,Canada
Rashad,Menino,8 Commercial Ave,Carleton Place,613-697-2555,613-841-5430,rashad.menino@menino.com,113,2,19-06-2012,Canada
Janna,Bastain,41 Drive  Hwy 54s S,Vancouver,604-575-7837,604-519-7671,janna@bastain.com,112,2,21-06-2012,Canada
Callie,Neikirk,6601 Park Ave #9924,Mississauga,905-465-6909,905-894-7244,callie.neikirk@neikirk.org,116,2,18-07-2012,Canada
Coral,Helmcamp,4184 E 142nd St,Toronto,416-589-6075,416-469-6933,coral.helmcamp@helmcamp.org,101,3,02-08-2012,Canada
Xenia,Mushero,1 El Camino Ave #39,Kingston,613-714-1829,613-877-4457,xenia@aol.com,109,2,19-11-2012,Canada
Adelle,Nitcher,10 Midway Dr,Thorold,905-998-3758,905-848-6892,anitcher@aol.com,103,2,06-12-2012,Canada
Hildegarde,Wehrwein,2 Cottman Ave,West Vancouver,604-960-7463,604-475-5636,hwehrwein@gmail.com,105,2,01-02-2012,Canada
Phuong,Sugai,8926 E 119th St #9,Lavaltrie,450-501-4406,450-760-5225,psugai@gmail.com,107,2,24-02-2012,Canada
Leontine,Lafoy,191 Richland St #5,Quebec,418-271-8667,418-975-7693,llafoy@aol.com,119,3,06-06-2012,Canada
Darell,Mcalarney,8 E 92nd St,Ajax,905-846-7737,905-741-3908,darell_mcalarney@mcalarney.com,115,1,06-06-2012,Canada
Madonna,Landman,283 Andover St,Castlegar,250-307-7698,250-281-5616,madonna.landman@landman.com,103,2,31-07-2012,Canada
Chuck,Berggren,764 Louisville Plac,St. Johns,709-534-6576,709-374-6188,chuck@gmail.com,109,3,05-10-2012,Canada
Gregg,Epperheimer,59 W Jackson Blvd #11,Lasalle,514-302-4158,514-293-8889,gepperheimer@aol.com,115,1,28-06-2012,Canada
Yan,Bubrig,712 N 5th St,Grand Manan,506-493-4894,506-822-2002,yan@cox.net,115,3,25-07-2012,Canada
Stephanie,Garlett,6 L St #1761,Kanata,613-557-7338,613-998-1215,stephanie.garlett@gmail.com,100,1,01-02-2012,Canada
Alberto,Stenquist,6126 E 14th St #6,St Catharines,905-435-9456,905-433-2538,alberto_stenquist@stenquist.org,120,3,01-02-2012,Canada
Wayne,Shivers,865 Ponce De Leon Blvd,Chicoutimi,418-374-1965,418-323-3965,wayne@aol.com,108,3,06-02-2012,Canada
Kristal,Bothe,896 Pershing Ave,Paradise,709-976-5766,709-937-7068,kristal@hotmail.com,116,3,28-02-2012,Canada
Florencia,Stadel,178 Riverdale Rd,Ingersoll,519-961-7871,519-283-2137,fstadel@gmail.com,114,3,30-03-2012,Canada
Darrin,Tumolillo,4 Pedretti Ave #2,Saskatoon,306-748-5721,306-438-8135,darrin@tumolillo.com,119,2,22-05-2012,Canada
Freeman,Rudig,4 W Sedgley Ave,Otterburn Park,450-347-6388,450-586-7429,freeman@yahoo.com,104,3,25-05-2012,Canada
Lazaro,Mollison,31 E Middlefield Rd #8555,Beloeil,450-356-6427,450-270-3903,lazaro@gmail.com,108,1,05-06-2012,Canada
Ellsworth,Rieg,7662 Us Highway 46 #9003,Napanee,613-862-4724,613-414-6589,erieg@hotmail.com,115,1,15-10-2012,Canada
Brinda,Mrkvicka,1 Park Ave,Newbridge,506-392-8334,506-912-9599,brinda.mrkvicka@gmail.com,103,3,17-10-2012,Canada
Florinda,Mackedanz,2782 Midland Ave,Dieppe,506-230-8075,506-590-6765,florinda_mackedanz@mackedanz.org,116,3,01-11-2012,Canada
Nadine,Swartzbeck,3 Federal Blvd,Beloeil,450-353-2331,450-552-2449,nadine_swartzbeck@swartzbeck.org,114,2,17-12-2012,Canada
Arlette,Torchio,485 Rolling Rd,Lasalle,514-459-6883,514-330-7587,arlette_torchio@hotmail.com,116,2,30-01-2012,Canada
Adolph,Krivanec,6605 Federal St,Etobicoke,416-736-1436,416-293-9664,akrivanec@hotmail.com,101,3,28-02-2012,Canada
Georgiana,Colbath,505 E 9mile Rd,Sainte-Therese,450-409-1254,450-825-8316,gcolbath@hotmail.com,102,2,21-02-2012,Canada
Rana,Lehn,32 Rocklyn Ave,Milton,905-286-8285,905-602-1487,rlehn@yahoo.com,107,1,09-03-2012,Canada
Chi,Morgan,2953 5th Ave #27,Saint-Raymond,418-922-5578,418-327-9560,chi@gmail.com,109,1,27-04-2012,Canada
Starr,Prothro,133 Us Highway 206,Chicoutimi,418-811-3750,418-867-8129,sprothro@prothro.com,113,2,13-06-2012,Canada
Glennis,Roseum,1 Pershing Ave,Brandon,204-514-9319,204-206-2818,glennis.roseum@gmail.com,110,1,10-09-2012,Canada
Thea,Petermeier,402 Santa Isabel Ave,Sept-Iles,418-360-6739,418-579-7203,thea@hotmail.com,108,2,04-10-2012,Canada
Rosalind,Persechino,86 Shady Run Rd,Kanata,613-975-5760,613-310-5882,rosalind.persechino@aol.com,100,1,01-11-2012,Canada
Shenika,Tapian,4 Collier Rd Nw,Ottawa,613-219-1869,613-639-9327,shenika.tapian@aol.com,117,1,21-11-2012,Canada
Veta,Vandeberg,940 E Jefferson Ave,Juniper,506-996-1241,506-589-3482,vvandeberg@gmail.com,118,2,21-12-2012,Canada
Herschel,Geneseo,7753 W 8th,Toronto,416-786-7887,416-325-4082,herschel@geneseo.com,109,2,27-02-2012,Canada
Dianne,Tomasic,53 6  17 M At Bradleys,Dartmouth,902-938-6891,902-250-5089,dianne@yahoo.com,115,1,06-07-2012,Canada
Micah,Gerten,103 Madison Ave,St. Johns,709-581-5842,709-472-4405,micah@cox.net,101,3,02-03-2012,Canada
Kaycee,Alaibilla,8788 E 64th Ave,Vancouver,604-992-6045,604-609-6898,kaycee.alaibilla@yahoo.com,108,2,07-11-2012,Canada
Tesha,Brang,831 Vanowen St #5,Montreal,514-432-5290,514-232-9502,tesha@aol.com,114,1,21-11-2012,Canada
Marya,Chhour,661 Pitkin Ave,Calgary,403-382-4146,403-980-7897,marya@cox.net,107,2,05-01-2012,Canada
Ronnie,Kettelle,3 Avenue Rt 295 #199,Halifax,902-367-7042,902-331-8779,ronnie_kettelle@aol.com,106,1,05-01-2012,Canada
Mabel,Fower,709 W Waters Ave,Chicoutimi,418-339-7473,418-795-6863,mabel_fower@fower.com,120,1,05-01-2012,Canada
Harley,Works,27 Spring St,Woodstock,519-913-7772,519-633-3173,harley@cox.net,119,3,10-02-2012,Canada
Joye,Nedman,9 Court St,Regina,306-991-3698,306-775-6775,joye@cox.net,104,1,07-02-2012,Canada
Luisa,Harnish,82 Westminster Blvd,Vancouver,604-399-1449,604-967-7334,lharnish@harnish.com,113,3,07-02-2012,Canada
Stacey,Lortz,5039 Coffee Rd,Scarborough,416-310-1610,416-753-5069,stacey_lortz@aol.com,103,1,07-02-2012,Canada
Reyes,Mesmer,9 E Thayer Ave #3,Hamilton,905-402-9203,905-297-5980,reyes@mesmer.org,100,1,29-02-2012,Canada
Avery,Demus,1 Highland Ave,Maple Ridge,604-548-4412,604-855-5368,avery.demus@aol.com,107,1,29-02-2012,Canada
Colby,Scotts,7 E 1st St,Barrie,705-668-5094,705-288-6886,cscotts@aol.com,108,1,29-02-2012,Canada
Afton,Wrinkle,652 5th Ave,Ottawa,613-851-7883,613-887-9528,awrinkle@wrinkle.org,120,3,06-03-2012,Canada
India,Sifford,162 Sunrise Plz,Toronto,416-866-6707,416-539-4631,isifford@sifford.org,119,1,30-03-2012,Canada
Brunilda,Coin,300 Congers Rd #77,Saint-Paul,506-327-7460,506-881-6523,brunilda_coin@aol.com,103,3,30-03-2012,Canada
Jenifer,Emanuel,78 152nd Ave #4179,Duncan,250-947-2063,250-845-8934,jemanuel@emanuel.com,116,3,30-03-2012,Canada
Makeda,Nosis,956 Sierra Ave,Toronto,416-827-4082,416-523-2691,makeda.nosis@yahoo.com,120,2,06-04-2012,Canada
Vivan,Oppy,4696 Alewa Dr,Swift Current,306-325-3090,306-606-8869,voppy@gmail.com,106,3,06-04-2012,Canada
Eric,Gazzola,732 Congress St,Saint-Georges,418-274-7373,418-389-1370,eric@cox.net,119,3,02-05-2012,Canada
Thersa,Davirro,863 E Mcdowell Rd,Kamloops,250-540-5275,250-359-4646,thersa.davirro@aol.com,101,3,02-05-2012,Canada
Mindy,Presnal,82 Us Highway 111,Vancouver,604-213-8721,604-936-4293,mpresnal@yahoo.com,100,2,10-05-2012,Canada
Luis,Metzner,8868 S Arroyo Pkwy #996,Trois-Rivieres,819-860-8913,819-747-5807,lmetzner@metzner.org,113,2,24-05-2012,Canada
Dawne,Mcloud,25 Keystone Xing,Stoney Creek,905-760-9649,905-999-2576,dmcloud@cox.net,108,1,24-05-2012,Canada
Karrie,Kinikini,491 Main St #893,Kamloops,250-384-7658,250-661-6367,karrie_kinikini@kinikini.org,104,3,24-05-2012,Canada
Mozelle,Hermon,523 Spencerville Ct,Mount Pisgah,506-573-3112,506-834-4114,mozelle_hermon@cox.net,115,2,19-06-2012,Canada
Mila,Hair,515 S Main St,Saint-Leonard,514-945-2978,514-363-9034,mhair@cox.net,111,2,11-07-2012,Canada
Gilma,Jefferys,147 E Centre St,Halifax,902-804-8543,902-756-4703,gjefferys@aol.com,119,3,11-07-2012,Canada
Armanda,Mcduffie,989 Wyatt Dr #7,Cowansville,450-866-7181,450-681-1613,armanda.mcduffie@hotmail.com,112,2,24-07-2012,Canada
Vonda,Normandeau,9891 Main St,Mirabel,450-706-3809,450-473-8682,vonda@yahoo.com,100,1,23-08-2012,Canada
Truman,Mondale,1657 N Green St,Peterborough,705-757-7389,705-234-5820,truman.mondale@aol.com,114,1,23-08-2012,Canada
Elvis,Tenuta,6437 Date Palm Dr,Calgary,403-415-1285,403-329-4641,elvis_tenuta@tenuta.org,102,3,18-09-2012,Canada
Loise,Dedaj,1062 Rd,Saskatoon,306-964-9291,306-310-4288,loise@aol.com,111,3,18-09-2012,Canada
Jannette,Pedder,73 Madison Ave,Vancouver,604-953-5335,604-889-3061,jpedder@pedder.com,105,1,18-09-2012,Canada
Margo,Rand,344 Lyndon St,Concord,905-781-3868,905-855-2524,margo@rand.org,108,3,31-10-2012,Canada
Dahlia,Benett,3986 Home Life,Alma,418-344-9993,418-720-5596,dahlia_benett@aol.com,110,3,05-11-2012,Canada
Dominga,Mckeon,68 Dd N #1,Trois-Rivieres,819-627-1581,819-974-1149,dominga_mckeon@yahoo.com,106,3,05-11-2012,Canada
Hollis,Keomuangtai,27 7th St,Keswick,905-928-5294,905-356-3061,hollis.keomuangtai@cox.net,110,1,05-11-2012,Canada
Carry,Ziller,8 Maynesboro St,Strathroy,519-847-8783,519-902-8276,carry@cox.net,120,3,19-11-2012,Canada
Bong,Fears,7 State St #1,Pierrefonds,514-308-1992,514-798-2801,bfears@fears.org,107,3,30-11-2012,Canada
Yolande,Staiano,21 N 14th St,Orleans,613-700-7712,613-896-1928,yolande_staiano@gmail.com,102,2,30-11-2012,Canada
Lottie,Hegdahl,45 W 21st St,Unionville,905-638-1034,905-780-4717,lottie_hegdahl@aol.com,119,2,30-11-2012,Canada
Jose,Kylish,93 Law Dr,Pierrefonds,514-211-3774,514-504-3039,jose.kylish@aol.com,111,2,06-12-2012,Canada
Tuyet,Abramovitz,976 Cozycroft Ave,Richmond Hill,905-790-7938,905-876-7283,tuyet.abramovitz@abramovitz.com,115,3,06-12-2012,Canada
Pearline,Provenzano,611 S 2nd St,Concord,905-734-9102,905-871-6252,pearline.provenzano@provenzano.org,117,3,27-12-2012,Canada
Robt,Hankison,3780 Ronson Rd,Quebec,418-874-8104,418-997-2257,robt_hankison@cox.net,102,1,27-12-2012,Canada
Shawnee,Kesten,5 W Irving Park Rd,Big Ridge,902-208-1038,902-514-6214,shawnee@yahoo.com,107,1,27-12-2012,Canada
Lacresha,Quinones,48 Bernardo Cent,Vaudreuil-Dorion,450-213-1080,450-248-5946,lacresha@hotmail.com,111,1,27-12-2012,Canada
Basilia,Vinroe,45 S Wells Ave,Quebec,418-386-6120,418-417-9632,basilia.vinroe@gmail.com,100,3,13-01-2012,Canada
Aleisha,Areizaga,960 Deming Way,Quebec,418-408-1640,418-915-1088,aareizaga@hotmail.com,110,2,12-04-2012,Canada
Frank,Tryninewski,462 2nd St,Prince Albert,306-653-1772,306-265-2144,ftryninewski@gmail.com,120,3,05-12-2012,Canada
Ria,Steinhorst,269 Commercial Dr,Jonquiere,418-319-1374,418-221-6034,ria.steinhorst@steinhorst.com,115,2,20-12-2012,Canada
Carla,Kallenberger,8 Commercial Blvd #9,Hanover,519-646-7797,519-560-6667,carla@aol.com,116,1,17-01-2012,Canada
Lashanda,Skahan,739 Stockton Ave,Gray Rapids,506-497-2698,506-543-5119,lashanda.skahan@aol.com,116,1,01-02-2012,Canada
Jarod,Catalina,60 Sunrise Ave,North Bay,705-369-2146,705-915-3282,jcatalina@aol.com,101,1,08-02-2012,Canada
Leoma,Rabago,575 Washington St,Nanaimo,250-810-7815,250-340-9574,leoma.rabago@hotmail.com,119,2,29-02-2012,Canada
Yasuko,Greeves,4634 Anania Dr,Vernon,250-891-6910,250-302-7554,ygreeves@cox.net,105,3,29-02-2012,Canada
